CustomerID,InvoiceNo,Quantity,UnitPrice,Country,InvoiceDate,StockCode,Description,Category,Product,Sales,Revenue,DiscountPct,Cost,Profit,Region,PaymentMethod,OrderStatus,CustomerType,SalesChannel,QuantityUnit
25843,536404,1.0,62.5,Netherlands,2025-10-14,36204,Webcam,Home,Webcam,62.5,62.5,16.54,29.61,16.1,East,Bank Transfer,Completed,New,Online,pcs
37275,536405,1.0,101.58,Germany,2025-08-07,56731,Keyboard,Furniture,Keyboard,101.58,101.58,7.76,41.06,32.57,West,Bank Transfer,Completed,Returning,Online,pcs
67833,536406,4.0,175.55,France,2025-01-14,75906,USB Cable,Electronics,USB Cable,702.2,702.2,20.95,375.54,219.35,East,Bank Transfer,Completed,Returning,Online,pcs
15306,536407,2.0,226.48,Portugal,2025-05-09,58092,Webcam,Electronics,Webcam,452.96,452.96,6.06,287.27,234.87,East,UPI,Completed,Returning,Store,pcs
49531,536408,6.0,209.6,Netherlands,2025-12-25,94055,Tea,Office,Tea,1257.6,1257.6,23.32,490.99,426.13,North,Cash,Completed,VIP,Marketplace,pcs
86318,536409,7.0,231.99,Germany,2026-03-29,15777,USB Cable,Office,USB Cable,1623.93,1623.93,6.74,623.85,530.9,East,Cash,Completed,Returning,Online,pcs
74421,536410,-3.0,195.29,Netherlands,2026-02-28,41241,USB Cable,Office,USB Cable,976.45,976.45,3.54,361.05,408.66,West,Card,Completed,VIP,Store,pcs
89436,536411,3.0,181.35,Belgium,2025-04-03,29525,Monitor,Beauty,Monitor,544.05,544.05,20.22,378.37,179.73,East,UPI,Pending,Returning,Online,pcs
43428,536412,5.0,247.84,Netherlands,2026-04-03,80170,Monitor,Electronics,Monitor,1239.2,1239.2,16.92,892.08,273.46,North,Bank Transfer,Cancelled,Returning,Store,pcs
98562,536413,7.0,114.47,Spain,2026-03-17,79128,Desk,Furniture,Desk,801.29,801.29,7.08,457.18,264.8,East,Bank Transfer,Pending,Returning,Online,pcs
14876,536414,7.0,234.02,United Kingdom,2025-03-06,88066,Keyboard,Home,Keyboard,1638.14,1638.14,16.26,624.88,733.88,East,Bank Transfer,Completed,New,Marketplace,pcs
46403,536415,4.0,80.61,Netherlands,2026-03-19,81959,Monitor,Grocery,Monitor,322.44,322.44,2.11,195.79,158.84,West,UPI,Completed,New,Online,pcs
74412,536416,8.0,11.21,Netherlands,2026-04-20,70522,Laptop Bag,Home,Laptop Bag,89.68,89.68,28.24,54.55,37.68,South,UPI,Completed,Returning,Online,pcs
85465,536417,8.0,174.59,Germany,2025-03-01,60122,Laptop Bag,Office,Laptop Bag,1396.72,1396.72,14.94,675.39,309.64,South,Card,Completed,Returning,Online,pcs
75973,536418,9.0,24.08,United Kingdom,2025-10-16,68239,Mouse,Electronics,Mouse,216.72,216.72,6.24,85.52,117.72,South,Cash,Completed,Returning,Online,pcs
75360,536419,8.0,14.02,Spain,2025-01-23,80228,Laptop Bag,Beauty,Laptop Bag,112.16,112.16,19.38,43.43,56.53,North,UPI,Completed,Returning,Marketplace,pcs
17392,536420,1.0,138.41,Australia,2025-08-01,27930,Tea,Home,Tea,138.41,138.41,20.56,69.65,87.15,North,Cash,Completed,New,Store,pcs
46264,536421,5.0,53.52,Germany,2025-04-26,54504,Tea,Office,Tea,267.6,267.6,24.36,145.84,111.04,South,Cash,Pending,Returning,Marketplace,pcs
51891,536422,1.0,65.38,Portugal,2025-11-22,35027,Monitor,Grocery,Monitor,65.38,65.38,20.23,35.77,27.93,South,UPI,Completed,New,Store,pcs
78106,536423,1.0,69.65,Belgium,2025-11-24,84956,Desk,Grocery,Desk,69.65,69.65,24.84,29.44,18.36,North,Bank Transfer,Cancelled,New,Store,pcs
50968,536424,5.0,166.25,Netherlands,2025-01-01,13581,Monitor,Furniture,Monitor,831.25,831.25,29.28,512.28,330.21,South,Bank Transfer,Completed,New,Marketplace,pcs
69614,536425,1.0,190.8,France,2025-01-21,93829,Monitor,Beauty,Monitor,190.8,190.8,121.96744279653348,71.13,88.35,West,Cash,Completed,VIP,Online,pcs
92337,536426,9.0,202.48,Norway,2026-04-25,26692,Mouse,Office,Mouse,1822.32,1822.32,24.31,1164.27,1083.22,South,UPI,Returned,Returning,Store,pcs
57602,536427,6.0,122.98,Belgium,2025-02-10,62379,Monitor,Furniture,Monitor,737.88,737.88,18.07,517.2,174.37,West,Bank Transfer,Completed,Returning,Store,pcs
63796,536428,6.0,223.68,Germany,2026-04-15,27138,Webcam,Furniture,Webcam,1342.08,1342.08,17.22,813.94,750.85,West,Bank Transfer,Completed,New,Store,pcs
,536429,8.0,191.86,Belgium,2025-02-24,65392,Chair,Grocery,Chair,1534.88,1534.88,23.86,902.06,700.91,South,UPI,Completed,VIP,Online,pcs
,536430,4.0,20.94,Portugal,2025-11-08,46844,Tea,Furniture,Tea,83.76,83.76,0.81,38.18,51.43,West,Cash,Completed,Returning,Marketplace,pcs
35190,536431,3.0,123.89,Spain,2025-08-19,52658,Laptop Bag,Home,Laptop Bag,371.67,371.67,7.0,296.2,216.22,South,Cash,Completed,New,Store,pcs
89256,536432,3.0,173.31,Norway,2025-11-22,71693,Monitor,Beauty,Monitor,519.93,519.93,1.97,225.61,192.22,North,UPI,Completed,Returning,Store,pcs
43557,536433,8.0,12.21,Belgium,2025-08-07,29872,Mouse,Beauty,Mouse,97.68,97.68,16.66,69.58,27.4,West,Cash,Completed,Returning,Online,pcs
39128,536434,4.0,198.68,Netherlands,2025-10-10,39084,Keyboard,Home,Keyboard,794.72,794.72,2.22,302.83,501.25,West,Card,Completed,New,Marketplace,pcs
46643,536435,9.0,44.46,Germany,2025-10-02,88617,Desk,Grocery,Desk,400.14,400.14,10.51,149.23,132.09,North,Cash,Completed,Returning,Marketplace,pcs
75372,536436,6.0,181.3,Australia,2025-10-28,68984,Mouse,Electronics,Mouse,1087.8,1087.8,26.86,857.37,333.19,South,Cash,Completed,Returning,Store,pcs
73705,536437,4.0,205.03,Spain,2026-02-03,53966,Laptop Bag,Home,Laptop Bag,820.12,820.12,20.18,314.26,461.62,East,Cash,Pending,Returning,Marketplace,pcs
26976,536438,1.0,75.65,France,2025-01-03,11364,Mouse,Home,Mouse,75.65,75.65,7.49,46.3,24.65,South,Bank Transfer,Completed,New,Store,pcs
13913,536439,8.0,169.7,Netherlands,2025-04-09,47028,Desk,Furniture,Desk,1357.6,1357.6,7.76,890.88,613.12,South,UPI,Completed,Returning,Store,pcs
29360,536440,7.0,145.6,France,2025-12-23,55754,Desk,Electronics,Desk,1019.2,1019.2,27.75,791.95,291.79,North,Bank Transfer,Cancelled,VIP,Store,pcs
13608,536441,9.0,111.92,Australia,2025-08-02,38634,Mouse,Home,Mouse,1007.28,1007.28,12.22,686.07,538.28,North,Bank Transfer,Completed,VIP,Online,pcs
23115,536442,5.0,108.4,Australia,2025-03-14,84409,Mouse,Office,Mouse,542.0,542.0,6.4,425.71,109.53,West,Bank Transfer,Completed,Returning,Online,pcs
52592,536443,8.0,194.62,Netherlands,2025-04-02,40595,Monitor,Beauty,Monitor,1556.96,1556.96,0.72,1050.2,811.75,North,Card,Completed,Returning,Store,pcs
83873,536444,8.0,46.34,Spain,2025-07-03,83365,USB Cable,Electronics,USB Cable,370.72,370.72,9.84,167.39,105.4,East,Card,Completed,New,Store,pcs
76296,536445,3.0,197.76,Australia,2026-04-03,82070,Desk,Grocery,Desk,593.28,593.28,25.97,293.41,285.43,North,Cash,Pending,Returning,Marketplace,pcs
27253,,2.0,212.87,Belgium,2025-05-31,57642,Coffee,Beauty,Coffee,425.74,425.74,3.07,154.14,111.02,North,Bank Transfer,Completed,New,Online,pcs
73627,536447,8.0,130.9,Australia,2025-08-26,53185,Chair,Office,Chair,1047.2,1047.2,5.13,378.48,222.99,South,Cash,Pending,Returning,Online,pcs
33839,536448,1.0,152.87,Australia,2025-06-14,88627,Chair,Office,Chair,152.87,152.87,2.8,119.99,68.63,East,Card,Completed,New,Online,pcs
50112,536449,5.0,6.64,Australia,2025-01-05,45574,USB Cable,Furniture,USB Cable,33.2,33.2,11.37,13.06,16.83,South,Bank Transfer,Completed,New,Marketplace,pcs
28234,536450,3.0,83.29,Germany,2025-10-10,76155,USB Cable,Home,USB Cable,249.87,249.87,5.71,178.85,151.66,South,Card,Completed,VIP,Online,pcs
,536451,7.0,68.03,Norway,2025-07-25,70574,Webcam,Office,Webcam,476.21,476.21,0.76,256.97,203.25,East,Cash,Pending,New,Online,pcs
82256,536452,8.0,233.6,Australia,2025-05-25,97426,,Grocery,Monitor,1868.8,1868.8,5.93,1489.95,1107.69,North,Bank Transfer,Returned,Returning,Marketplace,pcs
78351,536453,5.0,226.78,Spain,2026-01-19,62476,Desk,Beauty,Desk,1133.9,1133.9,1.79,452.24,592.1,West,Bank Transfer,Completed,New,Marketplace,pcs
55177,536454,4.0,14.51,United Kingdom,2025-01-14,12440,Laptop Bag,Beauty,Laptop Bag,58.04,58.04,22.57,21.46,37.27,West,UPI,Completed,Returning,Store,pcs
82705,536455,6.0,122.54,Spain,not-a-date,54605,Desk,Beauty,Desk,735.24,735.24,21.92,486.77,234.02,South,Cash,Completed,New,Store,pcs
28750,536456,6.0,152.93,Belgium,2026-01-25,40830,Chair,Grocery,Chair,917.58,917.58,12.23,536.04,195.6,West,UPI,Pending,Returning,Store,pcs
89799,536457,3.0,141.6,Portugal,2025-07-02,59312,Mouse,Grocery,Mouse,424.8,424.8,12.67,185.03,115.88,North,Bank Transfer,Completed,Returning,Store,pcs
91505,536458,8.0,16.48,Germany,2026-03-10,51965,Laptop Bag,Office,Laptop Bag,131.84,131.84,13.95,79.0,42.33,East,Cash,Completed,New,Marketplace,pcs
98223,536459,9.0,172.45,Germany,2025-06-07,19840,USB Cable,Electronics,USB Cable,1552.05,1552.05,26.99,1187.77,675.9,North,Card,Completed,Returning,Marketplace,pcs
83367,536460,5.0,11.1,Netherlands,2025-03-26,26612,Mouse,Furniture,Mouse,55.5,55.5,9.17,28.86,18.03,West,UPI,Cancelled,Returning,Online,pcs
56709,536461,7.0,75.75,Spain,2025-02-09,72037,Tea,Grocery,Tea,530.25,530.25,22.39,352.46,195.99,South,Card,Pending,Returning,Online,pcs
37955,536462,5.0,84.84,Netherlands,2026-02-01,63240,Webcam,Office,Webcam,424.2,424.2,20.59,245.63,207.1,South,Cash,Pending,Returning,Store,pcs
35678,536463,5.0,135.24,United Kingdom,2025-10-14,90225,Laptop Bag,Beauty,Laptop Bag,676.2,676.2,28.77,349.14,347.02,North,Card,Completed,New,Marketplace,pcs
39942,536464,6.0,238.63,Spain,2026-02-20,21965,Tea,Grocery,Tea,1431.78,1431.78,5.61,707.71,781.29,South,Card,Returned,New,Marketplace,pcs
43265,536465,5.0,98.64,Norway,2025-11-07,16303,USB Cable,Home,USB Cable,493.2,493.2,24.63,314.3,300.42,North,Bank Transfer,Completed,Returning,Online,pcs
19213,536466,4.0,14.66,Germany,2025-11-02,93108,Mouse,Home,Mouse,58.64,58.64,28.4,23.15,27.67,East,UPI,Completed,Returning,Marketplace,pcs
67198,536467,2.0,110.11,Portugal,2025-04-19,93184,Mouse,,Mouse,220.22,220.22,20.54,87.73,141.01,East,Card,Completed,New,Marketplace,pcs
18647,536468,6.0,21.01,Germany,2025-09-02,51896,Monitor,Home,Monitor,126.06,126.06,16.86,69.19,69.66,South,Bank Transfer,Completed,VIP,Store,pcs
78659,536469,7.0,211.37,United Kingdom,2026-01-25,84990,Chair,Electronics,Chair,1701.53,1479.59,25.89,826.73,786.17,South,Cash,Completed,Returning,Store,pcs
74640,536470,3.0,3.79,Germany,2025-07-01,71604,Keyboard,Electronics,Keyboard,11.37,11.37,0.71,6.57,2.96,East,Card,Completed,New,Store,pcs
78910,536471,4.0,231.5,Norway,2025-06-13,38152,Laptop Bag,Home,Laptop Bag,926.0,926.0,4.19,615.46,305.55,East,UPI,Completed,Returning,Marketplace,pcs
84457,536472,8.0,68.03,United Kingdom,2025-06-03,77234,Chair,Beauty,Chair,544.24,544.24,28.27,402.58,242.37,West,Bank Transfer,Completed,New,Marketplace,pcs
79893,536473,4.0,92.56,Spain,2025-04-16,36044,Keyboard,Home,Keyboard,370.24,370.24,0.44,266.39,220.89,South,UPI,Returned,VIP,Store,pcs
71865,536474,3.0,120.52,Spain,2025-04-19,68800,Monitor,Office,Monitor,361.56,361.56,15.97,185.12,173.08,East,Cash,Completed,New,Marketplace,pcs
33681,536475,6.0,43.76,United Kingdom,2025-12-31,18131,Webcam,Beauty,Webcam,262.56,262.56,5.75,184.72,56.91,North,UPI,Returned,Returning,Store,pcs
32619,536476,7.0,116.4,France,2025-08-31,11911,Coffee,Electronics,Coffee,814.8,814.8,13.06,446.42,290.3,West,Card,Completed,Returning,Online,pcs
21148,536477,9.0,118.61,United Kingdom,2026-03-13,49063,Chair,Grocery,Chair,1067.49,1067.49,14.94,827.28,498.44,North,Bank Transfer,Completed,New,Marketplace,pcs
86466,536478,4.0,96.79,Germany,2025-08-08,64974,Webcam,Home,Webcam,387.16,387.16,12.93,175.63,105.43,West,Card,Completed,New,Marketplace,pcs
99609,536479,8.0,41.54,Belgium,2025-06-04,24362,Laptop Bag,Grocery,Laptop Bag,332.32,332.32,13.48,213.94,82.05,North,UPI,Completed,Returning,Online,pcs
31892,536480,5.0,135.16,Portugal,2025-12-22,78167,Laptop Bag,Furniture,Laptop Bag,675.8,675.8,12.43,319.21,186.02,West,UPI,Completed,New,Store,pcs
35701,536481,2.0,4.14,Australia,2025-09-24,97231,Monitor,Grocery,Monitor,8.28,8.28,16.91,3.06,5.3,South,UPI,Completed,Returning,Online,pcs
33035,536482,5.0,125.88,United Kingdom,2025-07-07,27576,Tea,Electronics,Tea,629.4,629.4,3.02,275.8,305.53,East,Card,Completed,Returning,Online,pcs
92914,536483,4.0,64.12,Belgium,2025-10-13,76186,Keyboard,Grocery,Keyboard,256.48,256.48,3.81,98.96,77.14,East,Card,Completed,New,Store,pcs
69586,536484,1.0,185.74,Belgium,2025-10-29,51370,USB Cable,Beauty,USB Cable,185.74,185.74,17.68,83.96,42.89,North,UPI,Completed,New,Marketplace,pcs
48039,536485,9.0,90.23,Australia,2025-04-25,88732,Monitor,Electronics,Monitor,812.07,812.07,23.59,299.12,392.07,East,Cash,Completed,New,Marketplace,pcs
32172,536486,4.0,22.07,United Kingdom,2025-11-29,19664,Coffee,Furniture,Coffee,88.28,88.28,13.92,49.55,56.9,East,Bank Transfer,Completed,New,Store,pcs
,536487,7.0,179.26,Norway,2025-08-03,52006,Webcam,Home,Webcam,1254.82,1254.82,2.13,445.84,533.27,East,Card,Completed,VIP,Online,pcs
,536488,8.0,3.44,Portugal,2025-09-30,63928,Tea,Electronics,Tea,27.52,27.52,3.59,20.5,14.29,East,Bank Transfer,Completed,Returning,Online,pcs
45494,536489,7.0,99.9,United Kingdom,2026-04-07,10299,Laptop Bag,Beauty,Laptop Bag,699.3,699.3,3.07,285.67,430.01,West,Card,Completed,New,Marketplace,pcs
39256,536490,8.0,169.93,Germany,2026-05-12,60616,Tea,Grocery,Tea,1359.44,1359.44,7.54,729.18,430.42,South,Card,Cancelled,New,Online,pcs
28024,536491,4.0,,Belgium,2025-08-21,75149,USB Cable,Beauty,USB Cable,370.92,370.92,4.1,146.44,187.44,South,Bank Transfer,Completed,Returning,Online,pcs
86503,536492,9.0,133.58,Netherlands,2025-09-08,20175,Mouse,Furniture,Mouse,1202.22,1202.22,13.2,594.45,437.59,North,Card,Returned,VIP,Marketplace,pcs
60923,536493,7.0,27.29,Netherlands,2025-06-22,46669,Monitor,Furniture,Monitor,191.03,191.03,8.27,143.11,59.11,South,UPI,Completed,New,Marketplace,pcs
86792,536494,4.0,247.99,Australia ,2025-07-08,20002,Chair,Office,Chair,991.96,991.96,11.8,633.1,532.3,North,Bank Transfer,Completed,New,Online,pcs
65541,536495,4.0,184.06,Belgium,2026-03-20,63708,Mouse,Furniture,Mouse,736.24,736.24,21.62,550.16,389.52,North,Cash,Completed,Returning,Store,pcs
63101,536496,6.0,-87.25,Australia,2026-04-07,27750,Desk,Beauty,Desk,850.92,850.92,23.8,388.06,458.4,East,UPI,Completed,Returning,Online,pcs
37066,536497,6.0,152.3,Spain,2025-03-30,94857,Mouse,Electronics,Mouse,913.8,913.8,12.27,447.92,280.01,North,UPI,Cancelled,Returning,Online,pcs
88877,536498,7.0,53.27,Netherlands,2025-02-23,68063,Monitor,Office,Monitor,372.89,372.89,12.92,280.92,199.57,West,Cash,Completed,Returning,Marketplace,pcs
,536499,8.0,64.44,Germany,2025-05-24,28316,Coffee,Beauty,Coffee,515.52,515.52,20.86,279.65,282.84,East,Card,Completed,New,Store,pcs
67924,536500,7.0,173.46,Australia,2025-04-08,30330,Keyboard,Furniture,Keyboard,1214.22,1214.22,21.27,732.23,306.34,South,Cash,Cancelled,New,Online,pcs
,536501,6.0,63.68,Australia,2026-04-27,90592,USB Cable,Office,USB Cable,382.08,382.08,27.0,298.3,182.22,North,Bank Transfer,Completed,Returning,Marketplace,pcs
40833,536502,5.0,239.12,Portugal,2026-04-23,64366,Webcam,Beauty,Webcam,1195.6,1195.6,7.15,427.9,577.75,South,UPI,Completed,Returning,Online,pcs
46251,536503,4.0,7.0,Netherlands,2026-05-04,89989,Chair,Furniture,Chair,28.0,28.0,0.99,21.33,12.32,West,Bank Transfer,Completed,Returning,Online,pcs
35431,536504,2.0,58.86,Portugal,2026-02-04,87536,Keyboard,Office,Keyboard,117.72,117.72,4.52,43.1,29.39,East,Card,Completed,Returning,Store,pcs
81610,536505,8.0,5.13,Spain,2026-04-20,16840,Keyboard,Electronics,Keyboard,41.04,41.04,21.79,14.56,9.26,North,Card,Cancelled,Returning,Online,pcs
80263,536506,4.0,137.19,Belgium,2025-02-05,81604,Laptop Bag,Grocery,Laptop Bag,548.76,548.76,28.43,236.7,189.45,West,Bank Transfer,Completed,New,Online,pcs
87082,536507,6.0,188.46,United Kingdom,2025-11-20,27419,Monitor,Grocery,Monitor,1130.76,1130.76,16.03,558.59,324.52,West,Bank Transfer,Completed,New,Online,pcs
22753,536508,8.0,208.7,Norway,2025-03-26,25381,Coffee,Furniture,Coffee,1669.6,1669.6,10.63,814.44,870.87,East,Cash,Completed,Returning,Marketplace,pcs
11847,536509,2.0,218.39,Norway,2025-08-19,97176,Webcam,Home,Webcam,436.78,436.78,16.93,307.1,273.41,South,Cash,Completed,New,Store,pcs
75749,536510,2.0,60.96,Netherlands,2025-09-21,21204,Webcam,Office,Webcam,121.92,121.92,8.07,84.21,42.29,North,Card,Completed,Returning,Marketplace,pcs
22628,536511,1.0,121.76,France,2025-06-19,11111,Coffee,Electronics,Coffee,121.76,121.76,15.52,74.17,44.94,West,Bank Transfer,Completed,Returning,Online,pcs
59315,536512,3.0,226.34,Spain,2025-01-27,32906,USB Cable,Beauty,USB Cable,679.02,679.02,24.65,376.56,170.57,South,Bank Transfer,Returned,Returning,Online,pcs
24221,536513,6.0,215.4,Netherlands,2026-05-02,64999,Tea,Office,Tea,1292.4,1292.4,5.25,492.62,458.65,South,UPI,Completed,New,Marketplace,pcs
13290,536514,8.0,91.01,Germany,2025-05-12,37137,Laptop Bag,Beauty,Laptop Bag,728.08,728.08,9.96,486.27,435.34,South,Card,Completed,New,Marketplace,pcs
68194,536515,9.0,237.38,France,2025-06-08,75132,Tea,Office,Tea,2136.42,2136.42,7.16,1440.15,911.44,West,Bank Transfer,Completed,New,Online,pcs
29117,536516,8.0,229.1,Norway,2025-02-21,84987,Tea,Home,Tea,1832.8,1832.8,2.58,1335.1,899.43,East,Card,Completed,Returning,Online,pcs
75477,536517,3.0,197.48,Australia,2026-01-21,38860,Keyboard,Beauty,Keyboard,592.44,592.44,29.31,237.39,381.19,West,UPI,Completed,Returning,Store,pcs
54721,536518,3.0,247.24,Spain,2025-04-01,66890,Monitor,Office,Monitor,741.72,741.72,25.27,547.29,308.91,West,Card,Completed,Returning,Store,pcs
55841,536519,2.0,178.5,Netherlands,2026-01-14,60209,USB Cable,Office,USB Cable,357.0,357.0,16.08,173.19,212.31,South,UPI,Completed,Returning,Marketplace,pcs
30822,536520,5.0,113.61,Norway,2025-12-13,87493,Keyboard,Grocery,Keyboard,568.05,568.05,22.0,356.41,309.03,North,Bank Transfer,Completed,Returning,Online,pcs
99719,536521,9.0,30.09,Belgium,2025-02-18,21029,Mouse,Beauty,Mouse,270.81,270.81,12.34,150.9,171.31,West,Card,Completed,Returning,Online,pcs
71667,536522,5.0,202.76,Netherlands,2026-04-16,99242,Mouse,Office,Mouse,1013.8,1013.8,17.95,626.79,351.17,North,Cash,Completed,VIP,Marketplace,pcs
48797,536523,7.0,61.02,United Kingdom,2025-01-03,62140,Tea,Home,Tea,427.14,427.14,17.42,209.2,250.28,East,Cash,Completed,Returning,Online,pcs
76142,536524,2.0,156.4,Norway,2025-04-28,72600,Monitor,Electronics,Monitor,312.8,312.8,19.46,114.23,119.12,South,UPI,Pending,Returning,Online,pcs
